0,1,2,3,4,5,/data/data_public/dtw_data/modelscop_hub/hub/LLM-Research/Llama-3___2-1B_correct,/data/data_public/dtw_data/modelscop_hub/hub/LLM-Research/Llama-3___2-1B_choiceA_probs,/data/data_public/dtw_data/modelscop_hub/hub/LLM-Research/Llama-3___2-1B_choiceB_probs,/data/data_public/dtw_data/modelscop_hub/hub/LLM-Research/Llama-3___2-1B_choiceC_probs,/data/data_public/dtw_data/modelscop_hub/hub/LLM-Research/Llama-3___2-1B_choiceD_probs
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.13285801,0.2856896,0.34460744,0.236845
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,False,0.16767514,0.32320228,0.34404704,0.16507557
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.13022658,0.2934701,0.25898647,0.31731686
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.21999192,0.32008636,0.32008636,0.13983537
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.18098244,0.35992655,0.3543464,0.10474459
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.17886448,0.3727856,0.3090501,0.1392998
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.19390213,0.37375614,0.31473422,0.11760758
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.13794154,0.3691507,0.34140858,0.15149914
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.106681585,0.5417738,0.25591582,0.09562875
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,False,0.23664893,0.36652902,0.26815838,0.1286638
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.17384893,0.28662843,0.3197571,0.21976563
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.17012061,0.3658168,0.29394206,0.17012061
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.19011842,0.31838843,0.31838843,0.1731048
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.17480344,0.30678958,0.40012905,0.11827792
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.1974071,0.2574674,0.38650435,0.15862106
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.17934844,0.32475805,0.32475805,0.17113547
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.1671855,0.37675834,0.28887063,0.1671855
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.14727142,0.2666741,0.28387308,0.30218133
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.117852926,0.48091352,0.2655857,0.13564788
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,False,0.22700651,0.29148212,0.33029252,0.15121894
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.17284845,0.3081357,0.25545344,0.2635624
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.16108108,0.31538144,0.34100866,0.1825288
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.18129723,0.31818652,0.28522056,0.21529576
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.16669062,0.3367243,0.24635278,0.25023225
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.13798752,0.30139247,0.3469006,0.21371926
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.20191313,0.28474316,0.29840827,0.21493542
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.19445537,0.50437886,0.22381677,0.07734901
What is the optimal span of control?,2,5,7,None of the above,D,False,0.16032422,0.34475124,0.31884277,0.17608169
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.18191487,0.31927052,0.26885274,0.22996195
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.14240599,0.2660494,0.2499303,0.34161422
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.15859585,0.33054215,0.25343546,0.25742647
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.16575937,0.3509126,0.29549804,0.18782999
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,False,0.16363943,0.30097896,0.30097896,0.23440266
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.18452004,0.2857902,0.32384273,0.20584697
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.19870792,0.32761398,0.33277315,0.14090501
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.23824288,0.3927961,0.27853414,0.090426795
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.1736078,0.46459857,0.27312338,0.08867019
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.18810107,0.39821,0.28237316,0.13131571
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.1865252,0.30752805,0.2549497,0.2509971
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.17408328,0.31522408,0.26132992,0.24936277
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.15875053,0.35220343,0.34674302,0.14230305
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,False,0.18802978,0.2867112,0.3458397,0.17941928
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.2043527,0.3642981,0.29733145,0.13401778
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.12713714,0.4168666,0.3402366,0.11575967
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,False,0.22509184,0.34862906,0.30766407,0.11861506
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.20226206,0.35498095,0.2852352,0.15752184
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.20856151,0.38964418,0.2515732,0.15022121
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.13921864,0.27257687,0.4709706,0.11723385
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.15166125,0.23859665,0.4457572,0.16398492
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.15673812,0.28381604,0.26662052,0.29282534
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.15564291,0.26892683,0.4503677,0.12506258
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.16079722,0.33513018,0.34576836,0.15830429
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.20566373,0.29923895,0.31359974,0.1814976
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.18094164,0.37126815,0.3380435,0.10974666
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.20465305,0.29776844,0.31697285,0.1806057
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.13167875,0.24988234,0.45960397,0.15883489
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.27571517,0.26723233,0.3540253,0.10302723
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.17492968,0.3022514,0.3478892,0.17492968
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,True,0.13121343,0.2529205,0.32475635,0.2911097
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.10697278,0.24486314,0.45746455,0.19069959
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,True,0.19071966,0.3347234,0.29539236,0.17916454
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.14382546,0.26043424,0.28159657,0.3141437
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.1432194,0.27606264,0.42094523,0.15977278
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.15058501,0.33408743,0.3446925,0.17063516
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.14336677,0.26369184,0.33333772,0.25960368
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,False,0.17059343,0.30890477,0.25212073,0.26838112
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,False,0.23454458,0.36899042,0.27852857,0.117936425
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.19215354,0.41970193,0.28845665,0.09968794
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.09394256,0.19275762,0.53222084,0.18107902
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.16804877,0.31890053,0.24450952,0.26854116
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.15282871,0.31358415,0.28552163,0.24806547
