0,1,2,3,4,5,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_correct,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceA_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceB_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceC_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceD_probs
Older adults may be more attached to a place than younger adults because,That place holds many memories,It's much harder to move when you're older,Young adults pay less attention to place then do older adults,That place represents transcendence,A,True,0.7218412,2.2697079e-19,1.6923155e-36,0.27815872
The Hayflick number for human cells is,Unknown,Between 45 and 55,Less than 30,More than 60,B,False,0.33851433,1.3197011e-18,1.4940972e-37,0.6614857
High levels of self-care behaviors have been associated with high levels of,Neuroticism,Extraversion,Agreeableness,Secondary control,C,False,0.62108135,4.341136e-19,7.932099e-37,0.37891862
Research has offered some longitudinal as well as cross sectional support for the theory put forth by,Peck,Foos,Levenson,Erikson,D,False,0.67490816,5.7798377e-19,2.6138447e-36,0.32509187
"Which of the following is more likely to be a cohort, rather than an age, difference?",A higher proportion of older women have completed menopause,A smaller proportion of older women report dreams about sex,A higher proportion of older men are bald,A higher proportion of older men and women are victims of cancer,B,False,0.97852874,1.1078394e-19,2.15479e-37,0.021471238
Fear of aging has been associated with high levels of,Introversion,Neuroticism,Rigidity,Mid-life crisis,B,False,0.47755417,1.868478e-20,9.08451e-37,0.52244586
In which dementia are cognitive symptoms less likely?,Parkinson's,Pick's,Huntington's,NeuroAIDS,A,True,0.8940517,1.0043219e-19,4.5418944e-37,0.105948284
"In this chapter's Senior View, Dr. Shealy advises you to",Stay in school,Eat the right foods,Get plenty of exercise,Find a high paying job,A,False,0.17638767,4.3703102e-20,4.453902e-37,0.8236123
"When your sister Patricia was feeling depressed, you comforted her and reminisced about happier times. You provided which type of social support?",Emotional,Instrumental,Informational,Friendly,A,True,0.8842393,1.1522473e-19,2.4614384e-37,0.11576064
Hearing loss occurs more frequently for,Men than women,Women than men,People who already have some loss of vision,People who are obese,A,False,0.32852945,1.4066561e-18,8.6092065e-37,0.6714706
Continued stress is damaging to health and longevity because it leads to,Over exercising which causes physical damage,Suppression of the immune system,"Less eating and, in many cases, severe eating disorders",Risky behaviors such as speeding and not using a seat belt,B,False,0.9969187,3.6929598e-20,7.337845e-39,0.0030813639
One difference that seems to be mostly cohort rather than age is the difference in ____ for different age groups,Coping strategies,Work productivity,Rates of dementia,Personality traits,D,False,0.5253688,6.571918e-19,1.265652e-37,0.4746312
"According to Tat Kleckley of this chapter's Senior View, the most important part of the healing process for those who are bereaved is to",Stay away from other people for a while,Get out and be active,Talk about your loss,Make new friends who don't know about your loss,C,False,0.6252093,1.2915734e-20,4.0544206e-37,0.37479067
Social support is most likely to have a positive influence on health and well being when it is,Very emotional,Perceived as support,Unexpected,External rather than internal,B,False,0.2934045,6.2554965e-19,3.2747525e-37,0.70659554
Free radicals are produced by,Normal metabolism,Excess consumption of Vitamins A and C,Lack of sunlight,A weakened immune system,A,True,0.874292,5.552432e-20,1.7257859e-37,0.12570794
Prejudice or bias against older adults is referred to as,Ageism,Oldism,Age bigotry,Senilism,A,True,0.71701187,8.862069e-21,1.8140405e-36,0.28298813
"The program that takes over care for those with 6 or fewer months to live, attempts to keep them at home, provides pain relief, and ends all life-prolonging technologies is called",Euthanasia,Cryonics,Medicare,Hospice,D,False,0.9944397,1.9111182e-20,5.7573093e-38,0.005560322
Loss of smell for adults 80 and older is,Very infrequent (less than 15%),Very frequent (more than 75%),Infrequent (less than 40%),Frequent (close to 50%),B,False,0.89912134,1.0361447e-18,2.2134195e-36,0.10087862
Activation of a class of genes called sirtuins may help to,Prevent some diseases,Ward off dementias,Increase memory and intelligence,Produce emotional stability,A,False,0.1638464,5.54337e-20,2.3550197e-37,0.83615357
Elder abuse most frequently comes from the older adult's,Spouse,Children,Grandchildren,Neighbors,B,False,0.544317,3.4299335e-20,5.467942e-36,0.45568302
Projective tests generally ___ than objective tests of personality.,Have higher reliability,Are more visual,Are more valid,Provide more information,B,False,0.32209936,2.9077903e-19,4.010537e-37,0.6779006
Cells in the eye that respond to low levels of illumination are called,Rods,Cones,Retinal cells,Nocturnal detectors,A,True,0.7401744,3.1374508e-20,1.658821e-37,0.25982568
Some work on age stereotypes suggests that,Positive ones are stronger,Negative ones are stronger,They never last very long,They are very rare,B,False,0.8697146,1.8467602e-19,7.3703447e-37,0.13028543
Which of the following could very well be a cohort difference rather than a change that occurs with age?,Differences in weight,Shrinkage of the thymus gland,Enlargement of the heart,Increasing size of nose and ears,A,True,0.9887177,2.942966e-20,2.9992567e-37,0.011282285
The major question concerning aging and personality is:,Do older adults still have personalities?,Does personality change with age?,Does personality decline as we grow older?,Does personality increase of decrease with age?,B,False,0.9594213,1.3570972e-19,5.8228773e-36,0.04057874
A researcher who wants to examine both age and cohort differences is advised to use a _____ design.,Cross-sectional,Cross-sequential,Correlational,Quasi-experimental,B,False,0.0962801,4.5231513e-19,2.9762247e-36,0.90371984
Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?,Feelings of immortality,Spoiling the grandchildren,Having others to wait on you,Remembering when they were grandchildren,C,False,0.99848264,3.6909853e-21,3.459088e-37,0.0015173706
"Of the following animals, which has the longest life span by current measures?",Gorilla,Blue whale,Dog,Queen honey bee,B,False,0.94776917,1.6327164e-20,1.4684268e-37,0.05223086
One advantage of an expected death over an unexpected death is that,One can use up some grief before the actual loss,One can make funeral and estate plans with the loved one,One can find ways to avoid having the same death for themselves,One can assist the terminally ill person in speeding their death,B,False,0.9900058,1.40542e-21,8.963116e-39,0.009994227
Changes in the reproductive system are more _____ for men but not for women,Mechanistic,Continuous,Organismic,Nurturant,B,False,0.36477757,1.3075331e-18,1.5273115e-37,0.63522243
Which of the following hormones has not yet been claimed to ward off senescence?,DHEA,Human growth hormone,Melatonin,Viasterol,D,True,0.4873074,1.1344058e-18,1.01019225e-36,0.5126926
The majority of older widows live,Alone,With children,With a friend,In an institution,A,True,0.83031917,1.0967148e-20,1.5277038e-37,0.1696809
Centenarians are people who,Were born before the centennial,Study old age and older adults,Are 100 or more years old,Have not yet reached old age,C,False,0.8874974,7.280764e-19,1.0041912e-36,0.11250255
Quantitative analyses of TV shows have shown that,Older adults are almost always portrayed in a negative way,The more positive portrayals occur during commercials,The proportion of older men is particularly low,The proportion of older women is particularly low,D,False,0.95880854,2.0680045e-19,4.6033335e-36,0.04119144
Which of the following groups of Americans have the lowest rate of alcohol abuse?,African-American,White,Native-American,Asian-American,D,False,0.9769787,1.5027815e-20,2.1384887e-38,0.023021257
"If you believe that changes occur slowly and steadily throughout life, you would be holding the _____ side of this view of development.",Mechanistic,Organismic,Continuity,Stability,C,False,0.84156543,1.2999443e-18,5.1368404e-37,0.1584346
"All other things being equal, which of the following persons is likely to live the longest?",A black man,A white man,A black woman,A white woman,D,False,0.91352236,1.2400611e-20,5.0481517e-36,0.086477645
"Which of the following age differences could be, in part, a cohort effect? Differences in",Depression,Alcoholism,Dementia,Suicide,B,False,0.7201715,3.255895e-20,2.6662255e-37,0.2798285
"Clifford and Lucia Pauling, in Senior View, told us that physical changes",Are rapid and frightening,Can be offset by meditation,Take a long time,Should not be discussed in public,C,False,0.9727791,1.1861791e-19,6.078567e-37,0.027220903
The biggest and most dangerous changes in the cardiovascular system take place in the,Heart,Blood vessels,Red blood cells,Plasma,B,False,0.5389832,1.8504353e-19,2.071178e-36,0.46101677
Older adults generally perform very well when their _____ memory is tested.,Episodic,Working,Retrospective,Semantic,D,False,0.7000752,4.1193203e-21,2.8244105e-37,0.29992473
"With respect to marital satisfaction, most long lasting marriages",Show high satisfaction through all the years of marriage,Show high satisfaction that steadily declines as the years pass,Show lower levels during the years when children are present,Show ups and downs throughout the marriage,C,False,0.7337381,1.4158313e-19,1.4286765e-37,0.26626185
Theories,Are not very important in aging research,Attempt to explain findings and guide future research,Have never been adequately tested,Have been around for a long time but have only recently been tested,B,False,0.30735803,5.2303854e-18,1.3477433e-35,0.692642
The least favored theory of senescence among researchers is the _____ theory,Free radical,Biological clock,Wear and tear,Garbage accumulation,C,False,0.37090874,1.3436683e-19,2.329375e-36,0.62909126
A researcher finds that age is negatively correlated with cigarette smoking; this means that,Older adults experience more negative effects from smoking that do younger adults,Older adults smoke more than younger adults,Older adults smoke less than younger adults,Older and younger adults smoke about the same number of cigarettes and both experience negative effects,C,False,0.77696157,6.3234145e-20,8.808401e-37,0.2230384
"When a researcher takes part in the situation he or she is observing, he or she is said to be a(n)",Active observer,Participant observer,Indiscreet observer,Meddling observer,B,False,0.9909491,2.3242352e-20,1.154408e-37,0.009050883
"The term ""work-family conflict"" for middle-aged adults can occur when they must",Care for an ailing parent while continuing to work,Work a high stress job while their children are at home,Pay for nursing home care by sacrificing their own care,Serving as an executor of their parent's estate while still working full time,A,True,0.6808786,1.7267428e-20,5.537363e-38,0.31912136
Do traits change with age?,No,They change a little,Only for women,They change quite a lot,B,False,0.3376402,7.440537e-20,5.051269e-37,0.6623598
The cause of Alzheimer's appears to be,Mostly environmental,Aluminum,Mostly genetic,Apo-E 4,C,False,0.8230441,4.6489618e-20,4.4508297e-37,0.1769559
Older married men have been found to have,Higher levels of positive emotions,Lower levels of positive emotions,Higher levels of negative emotions,Lower levels of negative emotions,D,True,0.13660839,2.1728897e-19,3.9311217e-38,0.86339164
"Within the United States, which location has the longest life expectancy?",California,Florida,Alaska,Hawaii,D,False,0.87321484,2.5290582e-20,1.4685765e-37,0.12678517
The largest proportion of older adults living alone reside in,Hawaii,"Washington, DC",Florida,California,B,False,0.597373,5.1250718e-20,3.4793349e-37,0.40262696
Which level of personality description appears to show the most change with age?,Traits,Personal concerns,Coping strategies,Identity,B,False,0.9513234,6.3315855e-20,6.061742e-37,0.04867657
The positive relationship between religion and physical health is NOT thought to be due to,Social support derived from a religious community,The rules of some religions which forbid unhealthy behaviors,The stress reducing effects of prayerful meditation,The benefits of knowing that others are praying for you,D,False,0.89912134,2.08491e-18,2.3604267e-37,0.10087862
Human factors examines the performance of different tasks by examining,The factors that influence performance,The interaction between human and environment,The human side of the equation,The effects of environmental changes on humans,B,False,0.5506074,2.0439484e-19,5.319238e-36,0.44939265
Prospective memory refers to memory,For some recent event,For something that happened a long time ago,To do something in the future,For the context and source of remembered information,C,False,0.7106283,9.116592e-20,1.773212e-37,0.2893717
The total number of people who have some disorder divided by the total number of people gives you the ____ rate.,Prevalence,Incidence,Incipient,Diseased,A,True,0.6893056,2.7938953e-19,1.6573476e-37,0.3106944
Remarriages are,More frequent for woman than men,Typically more successful,Typically less successful,Most common among those who have never been married before,C,False,0.53704137,9.967319e-19,3.510499e-36,0.46295857
"With respect to job training, younger workers",Receive more opportunities than older workers,Perform better on the job than trained older workers,Always learn faster than older workers,Prefer to have classes by themselves,A,False,0.357119,3.0290576e-18,1.97345e-36,0.642881
About how many grieving individuals seem to require some professional help?,Less than 10%,About 25%,Nearly half,More than 50%,B,False,0.91212356,2.8512626e-19,9.733208e-37,0.08787644
People with which of the following forms of control are least likely to have accessibility problems where they live?,External,Internal,Primary,Total,B,False,0.9895615,5.834944e-20,8.303245e-38,0.0104385335
Which of the following has been found to improve balance for older adults?,Tai chi,Aerobic exercise,Weight lifting,Walking briskly,A,True,0.7295198,1.4074813e-20,3.4409527e-37,0.27048022
The most frequent chronic condition for older adults is,Hypertension,Arthritis,Diabetes,Cataracts,B,False,0.9224824,9.01943e-21,8.192693e-37,0.07751766
Hypokinesia refers to,Severe obesity,Loss of muscle strength and bone density,Increased sensitivity to stress,Social isolation and lack of support,B,False,0.26740816,2.6620992e-18,2.2976728e-36,0.7325918
What percentage of older adults report feeling very or often lonely?,10%,25%,50%,75%,A,False,0.44263652,2.2764859e-20,6.571516e-36,0.5573635
An example of a discontinuous change over the adult years is the change in,Personality,Working memory,Female hormone levels,Male sexuality,C,False,0.79787195,2.4123036e-20,6.682745e-37,0.20212801
Which leg of the three-legged stool do most retirees have,Pension,Social security,Savings,Assets,B,False,0.3229529,4.2166084e-20,6.0601083e-37,0.6770471
One of the most important points made in this chapter is that physical changes,Occur for everyone,"Occur more for some and less for others and, within the same person, more for some systems and less for others",Usually occur for very old people but not for very young people,Can be totally avoided if one learns enough about gerontology,B,False,0.7995989,1.8043914e-17,6.990208e-38,0.20040114
Which of the following forms of dementia has the highest prevalence rate?,Alzheimer's,Vascular,Parkinson's,Fronto-temporal lobe,A,True,0.99029154,3.844461e-20,4.260622e-38,0.009708476
High levels of social support are strongly associated with,Longevity,Internal control,Culture,Education,A,True,0.9036349,1.5812008e-20,2.2725012e-37,0.0963651
"The term ""cohort"" refers to",An individual's chronological age,A generation of people who lived through major events,A person's gender,A group of people living in the same culture,B,False,0.688547,9.165531e-18,1.5400445e-34,0.31145304
Middle-aged adults appear to be more ____ than older or younger adults,Generative,Neurotic,Agreeable,Certain,A,True,0.80131465,1.6457052e-20,1.448865e-36,0.19868536
Which of the following improves attitudes toward aging and older adults?,Staying away from older adults,Education about older adults,Travelling to older communities,Watching the portrayals of older adults in movies and on TV,B,False,0.97151,1.1324242e-20,1.1540843e-37,0.028490044
A problem for immune system theories of senescence is,Determining what first causes the senescence in the immune system,Auto-immune disorders are far too rare,That the immune system does not decline with age,The lack of information about senescence in general,A,True,0.80069196,8.700732e-20,3.6183523e-36,0.199308
Those more likely to experience depression after a loss are those who,Are young survivors,Have not previously experienced depression,Have been married more than 40 years,Are in poor health themselves,A,False,0.27105868,2.9234147e-18,8.1916805e-37,0.72894126
Which of the following appears to lower bad cholesterol?,Vitamin D,Niacin,Thiamine,Riboflavin,B,False,0.83761996,1.0352752e-20,9.3110235e-38,0.16238004
Most people who have used physician assisted suicide have had,Alzheimer's,Health insurance,No family,Clinical depression,B,False,0.3562227,7.8961685e-20,3.354572e-37,0.6437773
A researcher who is interested in the differences between two or more groups of people is most likely to use which of the following approaches?,Quasi-experimental,Longitudinal,Correlational,Cross-sequential,A,True,0.9835782,3.008826e-20,1.8783833e-36,0.016421752
Being in bright light during the later parts of the day seems to,Restore normal circadian rhythm,Increase insomnia,Restore deep sleep,Have no real influence on sleep or dreams,A,True,0.9654789,3.0234986e-20,8.038128e-38,0.03452106
A major reason for studying human aging is that,We are all growing older,The number and proportion of older adults is increasing,More job opportunities are available for those with some knowledge of aging,All of the above,D,False,0.967732,5.542305e-19,3.843726e-37,0.03226801
The model of social support that says that those who are close to you now are likely to be close for the rest of your days is called the ____ model,Consistency,Convoy,Attachment,Train,B,False,0.9161096,1.2173224e-19,2.089522e-37,0.083890386
"When older and younger workers have lost their jobs, older workers typically",Find a job quicker because of their greater experience,Take longer to find a new job,Retire rather than search for a new job,Sue the company using the ADEA,B,False,0.7611836,1.3040149e-18,1.726014e-37,0.23881637
Our social network refers to,Everyone we know,Those who are closest to us,Those who we have not yet met,Family members,B,False,0.14903529,7.076104e-20,8.974795e-37,0.8509647
Those who survive the loss of another are called the,Survivors,Grieving,Bereaved,Family and friends,C,False,0.597373,2.5420548e-20,5.1521763e-37,0.40262696
Financial adjustment to retirement has been most difficult for,Married couples,Single men,Single women,Older adults,C,False,0.7248703,6.243256e-20,5.793279e-37,0.27512974
Socioemotional selectivity theory says that older adults have smaller social networks because they,Are more concerned with those closest to them,Select new network members based on emotional factors,Can no longer get out to select new network members,Are too emotionally involved to spend time with others,A,True,0.840259,2.241946e-20,1.4135731e-35,0.15974104
The gender gap is likely to be associated with male/female differences in,Hormones,Risky behaviors and occupations,Proportion who smoke,All of the above,D,True,0.26208568,2.1964377e-20,2.874226e-37,0.7379143
Those cells that build bone are called,Osteoblasts,Osteoclasts,Osteostructs,Osteopori,A,True,0.7468782,4.0736089e-19,7.1430937e-38,0.25312182
An increase in neuroticism later in life is a strong predictor of,Mortality,Loss of social support,Cognitive decline,Independence,A,False,0.2739627,1.3368164e-19,1.2404664e-36,0.72603726
Which of the following countries has the longest life expectancy?,U. S. A.,Sweden,Japan,Saudi Arabia,C,False,0.9668514,4.26091e-21,5.8100794e-37,0.033148516
Which type of reaction time results in the biggest age differences?,Simple,Choice,Complex,Elaborate,C,False,0.6959583,2.8648547e-20,2.49731e-37,0.30404168
Gary says he won $1000 in the lottery because he really knows how to pick those numbers. Gary would be said to have a strong ____ locus of control,"External, powerful others",Internal,"External, chance",Secondary,B,False,0.9548163,3.3628718e-18,1.8740036e-36,0.045183755
The advanced directive where one specifies the types of medical intervention that are and are not desired is called a,Living will,DNH,DNR,Durable power of attorney,A,False,0.29178742,1.111019e-19,1.2312862e-37,0.70821255
"If links between various diseases are found, then future older adults will probably",Take fewer medications,Be able to avoid certain diseases,Pay far less for pharmaceuticals,Pick and choose the disease(s) they want,A,True,0.99803585,1.1187766e-20,3.738492e-37,0.0019641828
With respect to hair loss,Men lose but women do not,Men are more systematic than women,Women lose hair less frequently but more rapidly than men,Environmental factors are the main causes,B,False,0.36886027,7.231823e-18,8.447393e-37,0.6311397
"In this chapter's Senior View, Pat Shelley told us that you shouldn't retire if",You can't do it right,You're younger than 60,Your family wants you to keep working,You have no hobbies,A,True,0.9336126,3.1432799e-19,4.3353336e-37,0.06638737
"A person who is not very well organized, rarely sets goals, and frequently puts things off until the last minute would be said to be low on which trait?",Agreeableness,Conscientiousness,Openness,Neuroticism,B,False,0.991339,1.2794453e-18,9.2461606e-36,0.008660931
As working people get closer to retirement they are more likely to,Be absent from work,Invest in craft and hobby books,Do some informal planning,Become irritated and anxious,C,False,0.59643316,1.246837e-19,8.6471236e-38,0.40356687
Older adults may show less major depression than younger adults because they,Have learned to cope with loss,See major depression as a stigma,Have very different brain biochemistry,Are no longer concerned with emotional matters,A,True,0.9027811,8.1487475e-20,5.532063e-37,0.097218834
The different components of memory should be thought of as,Being very independent,Working one at a time,Working as a system,Taking turns,C,False,0.92762595,2.826602e-20,8.600082e-37,0.072374016
"Very rapid disposal of the body, before sundown on the day of the death, is typical of which religion?",Islam,Hindu,Jewish,Tao,B,False,0.917746,1.4968565e-20,5.1097424e-38,0.08225394
An example of an objective test of personality is the,TAT,MMPI,Rorschach ink blot test,McAdams test of levels,B,False,0.64779824,5.0610875e-19,1.839103e-36,0.3522018
"When a measure actually quantifies what it claims to measure, we say that it has good",Accuracy,Validity,Reliability,Associative value,B,False,0.7240906,7.7312404e-20,4.489386e-37,0.27590945
In which country do most individuals choose to be cremated?,Japan,U. S. A.,Kenya,Mexico,A,True,0.8868131,4.9791523e-21,3.7868557e-36,0.11318691
A possible positive effect of moderate alcohol consumption is that it may,Inhibit the growth of cancers,Promote healing from injuries and illnesses,Keep blood vessels from stiffening,Result in relaxation and lower blood pressure,C,False,0.86130506,9.7132317e-20,7.472172e-37,0.13869494
The environmental design that brings pets and plants to nursing homes and young people and children as regular visitors is referred to as,Instrumental Living Design,The Humanistic Choice,Human-Environment Congruence,The Eden Alternative,D,False,0.99014246,1.2802083e-19,3.6230076e-37,0.009857471
Excess disability refers to symptoms that are,Not due to the disease but due instead to malignant social psychology,In excess of the average for that particular disorder,Found only in the last stage of Alzheimer's,Those that can be successfully treated by medicine if they are caught early enough,A,True,0.9519527,5.4290586e-21,3.5723097e-38,0.04804736
Well being for younger adults is positively related to which form of control?,Positive reappraisal,Lowering of aspirations,Primary,Internal,C,False,0.7142296,7.9919296e-20,2.9963021e-37,0.28577045
Which of the following is NOT one of the major reasons for the increase in numbers of older adults?,The Baby Boom generation,The steadily increasing birth rate,Increases in life expectancy at birth,Increases in life expectancy at a specified age,B,False,0.9990274,3.233698e-21,8.958232e-38,0.00097259437
Before we can collect data from other human beings we must make sure that they,Have information that will be worth our effort to collect,Are going to be honest and forthright,Are informed about our study and give their consent to participate,Have been granted permission to participate by the IRB,C,False,0.9780936,1.3563446e-21,2.2790071e-38,0.021906367
"In this chapter's Senior View, May Lee told us that we should all respect our elders because",They are much older than we are,They raised us,They lived through difficult times,They ask nothing in return,B,False,0.88038635,1.9626732e-20,2.196805e-37,0.11961367
One line of evidence against antagonistic pleiotropy is that,Women who have more children tend to live longer,Some animals show little or no senescence,Even tissue cells with longer telomere strands can show senescence,Exercise increases rather than decreases longevity,A,True,0.6504673,3.0227346e-19,1.5489983e-36,0.34953275
Loss of muscle fiber may be due to loss of neurons which may be due to,Clogged blood vessels,Loss of bone density,Changes in hormone levels,Loss of collagen,A,True,0.7988153,2.7367303e-20,8.506202e-38,0.20118472
"After losing a spouse, the surviving spouse often dies within the first year because of",Stress and loss of social support,Having the same disorder as the deceased,The inability to remarry quickly,They have the same defective genes,A,True,0.9724148,3.933704e-19,5.7754326e-37,0.027585285
Which of the following factors has NOT received as much support as the others in research investigating why social support is related to better health?,Social,Behavioral,Psychological,Gerontological,B,False,0.83775276,4.0798854e-19,5.123565e-37,0.16224726
Older adults' coping strategies are generally,Ineffective at solving problems,Variable as they have more strategies,Persistent as they use the same strategy over and over,Narrow as they ignore many aspects of the problem,B,False,0.967101,3.696225e-20,2.588966e-37,0.03289904
Men are more likely than women to die from,Septicemia,Stroke,Suicide,Influenza,C,False,0.44070995,4.1933727e-20,9.334358e-37,0.55929005
The slowing that occurs with advanced age appears to be centered in,The sense organs themselves,The brain,The muscle fibers,The peripheral nervous system,B,False,0.3761647,8.6703676e-20,5.705084e-37,0.6238353
One possible reason that time seems to pass more rapidly for older adults is that,Their memories are poor so they forget to check the time,They have fewer novel experiences,They pay less attention to important events in life,Their lives are full of events which they don't recall at a later time,B,False,0.8311431,1.1302723e-21,4.5558186e-38,0.16885696
"If we found that adult age was significantly and positively correlated with consumption of herbal teas, we could conclude that",Drinking herbal teas makes one grow older more slowly,Becoming older causes one to begin or increase consumption of herbal teas,Older adults drink less herbal tea than do younger adults,Older adults drink more herbal tea than do younger adults,D,False,0.7379143,6.979223e-21,3.9671544e-37,0.26208568
The initials ADL stand for,Activities of Daily Living,American Disease Legion,Always Delay Learning,Ancient Dependent Ladies,A,True,0.9092645,2.4311696e-19,2.988642e-36,0.09073549
The dementia that results from a long-term deficiency of thiamine is one type of ____ dementia,Alzheimer's,Korsakoff's,Creutzfeldt-Jakob,Lewy body,B,False,0.88676405,1.5612642e-18,1.4487375e-35,0.11323593
The initial length of telomere stand for members of a species is,Always the same,Determined genetically,Dependent upon climate and time of year at birth,Determined by parent diet and exercise,B,False,0.8906752,2.3123635e-20,1.0561514e-36,0.10932483
The current record for longest lived human being is held by,Jeanne Calment,Maggie Kuhn,Maria Esther de Capovilla,M. Cherie Clark,A,True,0.5029296,1.4232979e-18,1.5288386e-36,0.49707034
Glaucoma refers to the condition in which,Fluid pressure in the eye is above normal,Inner and outer layers of the retina separate,The lens becomes cloudy and opaque,The central part of the retina no longer functions,A,True,0.9668514,2.2588739e-20,2.955929e-37,0.033148516
Workers in which of the following jobs still have mandatory retirements once they reach a certain age?,Cab drivers,Fire fighters,Insurance regulators,Computer programmers,B,False,0.820757,1.6500528e-19,1.7724078e-37,0.17924304
Validation therapy refers to treatments in which the person with dementia,Is carefully monitored day and night,Is treated like a fellow human being,Is left alone to die peacefully,Is given double or triple doses of medication,B,False,0.98989165,2.698951e-19,3.5318077e-36,0.010108402
Surveys of bereaved individuals have found that one of the things that is reported as being most helpful is when others,Avoid any discussion of the deceased,Remain in close contact,Stay away and let the person grieve,Change the home environment for the bereaved,B,False,0.9781616,2.6402626e-21,6.2562125e-38,0.021838466
